Report,Report Currency,Manager,Fund,Vertical,Main operating country by revenues (Country),Main operating country by revenues (Continent),Sector,Technology,Customer Relationship Model,Business/Revenue Model,Company,Investment Type,Investment Instrument,Investment Status,Round,Investment date,Last Fair Value date,Number of Shares,Price Per Share,Last Price Per Share,Reported Investment,Calculate Investment,Investment diff, Investment Date EURUSD ,Reported Investment EUR,Calculate Investment EUR,Invest diff EUR,Reported NAV,Calculate NAV,NAV diff, Last Fair Value Date EURUSD ,Reported NAV EUR,Calculate NAV EUR,NAV Diff EUR, PnL 
3Q24,USD,Gospel,Gospel US Fund,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2C,On-demand,Employee Navigator,Follow On,Equity,Active,Series B,2/14/2019,3/24/2023,584391,3.6,6.19,2101003,2103807.6,-2804.6,1.13,1860611.94,1863095.64,-2483.71,4812221,3617380.29,1194840.71,1.08,4464441.04,3355951.66,1108489.39,1492856.01
3Q24,USD,Gospel,Gospel US Fund,FinTech,USA,North America,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2C,On-demand,Employee Navigator,Follow On,Equity,Active,Series C,3/4/2021,3/24/2023,605131,6.19,6.19,3748666,3745760.89,2905.11,1.2,3132476.54,3130048.96,2427.58,4983006,3745760.89,1237245.11,1.08,4622883.38,3475054.17,1147829.21,345005.21
4Q23,USD,Fourth Wall,Fourth Wall Climate Fund I Early-Stage,Decarbonization,USA,North America,Energy,Renewable energy,,,Emrgy,First Investment,Equity,Active,Series A,10/13/2022,10/13/2022,,,,24297,24297,0,0.98,24871.53,24871.53,0,24297,24297,0,0.98,24871.53,24871.53,0,0
1Q24,USD,Fourth Wall,Fourth Wall Climate Fund I Early-Stage,Decarbonization,USA,North America,Energy,Renewable energy,,,Emrgy,First Investment,Equity,Active,Series A,10/13/2022,10/13/2022,,,,24362,24362,0,0.98,24938.07,24938.07,0,24362,24362,0,0.98,24938.07,24938.07,0,0
2Q24,USD,Fourth Wall,Fourth Wall Climate Fund I Early-Stage,Decarbonization,USA,North America,Energy,Renewable energy,,,Emrgy,First Investment,Equity,Active,Series A,10/13/2022,10/13/2022,,,,23193,23193,0,0.98,23741.43,23741.43,0,20871,20871,0,0.98,21364.52,21364.52,0,-2376.91
3Q24,USD,Fourth Wall,Fourth Wall Climate Fund I Early-Stage,Decarbonization,USA,North America,Energy,Renewable energy,,,Emrgy,First Investment,Equity,Active,Series A,10/13/2022,10/13/2022,,,,24707,24707,0,0.98,25291.23,25291.23,0,14452,14452,0,0.98,14793.74,14793.74,0,-10497.49
4Q23,EUR,Hello24,Hello24 Clean H2 Infra Fund,Decarbonization,Spain,Rest of Europe,Energy,Green Hydrogen,B2B,Contracted,Enagas Renovable,First Investment,Equity,Active,Other,7/1/2022,12/1/2023,,,,0.15,0.15,0,1,0.15,0.15,0,0.15,0.15,0,1,0.15,0.15,0,0
1Q24,EUR,Hello24,Hello24 Clean H2 Infra Fund,Decarbonization,Spain,Rest of Europe,Energy,Green Hydrogen,B2B,Contracted,Enagas Renovable,First Investment,Equity and shareholder loan,Active,Other,7/1/2022,3/1/2024,,,,0.15,0.15,0,1,0.15,0.15,0,0.15,0.15,0,1,0.15,0.15,0,0
2Q24,EUR,Hello24,Hello24 Clean H2 Infra Fund,Decarbonization,Spain,Rest of Europe,Energy,Green Hydrogen,B2B,Contracted,Enagas Renovable,First Investment,Equity and shareholder loan,Active,Other,7/1/2022,6/1/2024,,,,0.15,0.15,0,1,0.15,0.15,0,0.15,0.15,0,1,0.15,0.15,0,0
4Q23,USD,Towercarbon,Towercarbon 411,Decarbonization,Norway,Rest of Europe,Energy,Energy Management Software,,,"Enode, Inc.",Follow On,Equity,Active,Series A,8/29/2022,8/29/2022,,,,11133,11133,0,1,11122.99,11122.99,0,21935,21935,0,1,21915.28,21915.28,0,10792.29
1Q24,USD,Towercarbon,Towercarbon 411,Decarbonization,Norway,Rest of Europe,Energy,Energy Management Software,,,"Enode, Inc.",Follow On,Equity,Active,Series A,8/29/2022,8/29/2022,,,,11117,11117,0,1,11107,11107,0,21903,21903,0,1,21883.31,21883.31,0,10776.3
2Q24,USD,Towercarbon,Towercarbon 411,Decarbonization,Norway,Rest of Europe,Energy,Energy Management Software,,,"Enode, Inc.",Follow On,Equity,Active,Series A,8/29/2022,8/29/2022,,,,11029,11029,0,1,11019.08,11019.08,0,21729,21729,0,1,21709.46,21709.46,0,10690.38
3Q24,USD,Towercarbon,Towercarbon 411,Decarbonization,Norway,Rest of Europe,Energy,Energy Management Software,,,"Enode, Inc.",Follow On,Equity,Active,Series A,8/29/2022,8/29/2022,,,,10885,10885,0,1,10875.21,10875.21,0,21447,21447,0,1,21427.72,21427.72,0,10552.5
4Q23,USD,Towercarbon,Towercarbon CH4,Decarbonization,Norway,Rest of Europe,Energy,Energy Management Software,,,"Enode, Inc.",First Investment,Equity,Active,Series A,5/17/2023,5/17/2023,,,,2661,2661,0,1.08,2455.25,2455.25,0,2661,2661,0,1.08,2455.25,2455.25,0,0
1Q24,USD,Towercarbon,Towercarbon CH4,Decarbonization,Norway,Rest of Europe,Energy,Energy Management Software,,,"Enode, Inc.",First Investment,Equity,Active,Other,5/17/2023,5/17/2023,,,,2596,2596,0,1.08,2395.28,2395.28,0,2596,2596,0,1.08,2395.28,2395.28,0,0
2Q24,USD,Towercarbon,Towercarbon CH4,Decarbonization,Norway,Rest of Europe,Energy,Energy Management Software,,,"Enode, Inc.",First Investment,Equity,Active,Other,5/17/2023,5/17/2023,,,,2552,2552,0,1.08,2354.68,2354.68,0,2552,2552,0,1.08,2354.68,2354.68,0,0
3Q24,USD,Towercarbon,Towercarbon CH4,Decarbonization,Norway,Rest of Europe,Energy,Energy Management Software,,,"Enode, Inc.",First Investment,Equity,Active,Series A,5/17/2023,5/17/2023,,,,2527,2527,0,1.08,2331.61,2331.61,0,2527,2527,0,1.08,2331.61,2331.61,0,0
4Q23,USD,Towercarbon,Towercarbon 411,Decarbonization,UK,Rest of Europe,Agriculture,Digitalization & Food System 4.0,,,Entocycle Inc.,First Investment,Equity,Active,Series A,9/30/2021,9/30/2021,,,,3790,3790,0,1.16,3274.58,3274.58,0,4737,4737,0,1.16,4092.79,4092.79,0,818.21
1Q24,USD,Towercarbon,Towercarbon 411,Decarbonization,UK,Rest of Europe,Agriculture,Digitalization & Food System 4.0,,,Entocycle Inc.,First Investment,Equity,Active,Series A,9/30/2021,9/30/2021,,,,3784,3784,0,1.16,3269.4,3269.4,0,4730,4730,0,1.16,4086.75,4086.75,0,817.35
2Q24,USD,Towercarbon,Towercarbon 411,Decarbonization,UK,Rest of Europe,Agriculture,Digitalization & Food System 4.0,,,Entocycle Inc.,First Investment,Equity,Active,Series A,9/30/2021,9/30/2021,,,,3754,3754,0,1.16,3243.48,3243.48,0,4693,4693,0,1.16,4054.78,4054.78,0,811.3
3Q24,USD,Towercarbon,Towercarbon 411,Decarbonization,UK,Rest of Europe,Agriculture,Digitalization & Food System 4.0,,,Entocycle Inc.,First Investment,Equity,Active,Series A,9/30/2021,9/30/2021,,,,3706,3706,0,1.16,3202,3202,0,4632,4632,0,1.16,4002.07,4002.07,0,800.07
4Q23,USD,Towercarbon,Towercarbon CH4,Decarbonization,UK,Rest of Europe,Agriculture,Digitalization & Food System 4.0,,,Entocycle Inc.,First Investment,Equity,Active,Series A,12/15/2022,12/15/2022,,,,4646,4646,0,1.06,4367.81,4367.81,0,4646,4646,0,1.06,4367.81,4367.81,0,0
1Q24,USD,Towercarbon,Towercarbon CH4,Decarbonization,UK,Rest of Europe,Agriculture,Digitalization & Food System 4.0,,,Entocycle Inc.,First Investment,Equity,Active,Series A,12/15/2022,12/15/2022,,,,4532,4532,0,1.06,4260.64,4260.64,0,4532,4532,0,1.06,4260.64,4260.64,0,0
2Q24,USD,Towercarbon,Towercarbon CH4,Decarbonization,UK,Rest of Europe,Agriculture,Digitalization & Food System 4.0,,,Entocycle Inc.,First Investment,Equity,Active,Series A,12/15/2022,12/15/2022,,,,4455,4455,0,1.06,4188.25,4188.25,0,4455,4455,0,1.06,4188.25,4188.25,0,0
3Q24,USD,Towercarbon,Towercarbon CH4,Decarbonization,UK,Rest of Europe,Agriculture,Digitalization & Food System 4.0,,,Entocycle Inc.,First Investment,Equity,Active,Series A,12/15/2022,12/15/2022,,,,4411,4411,0,1.06,4146.88,4146.88,0,4411,4411,0,1.06,4146.88,4146.88,0,0
4Q23,USD,Towercarbon,Towercarbon 411,Decarbonization,UK,Rest of Europe,Circular Economy,Waste Management,,,Epoch,Follow On,Equity,Active,Seed,12/10/2021,12/10/2021,,,,68155,68155,0,1.13,60217.17,60217.17,0,68422,68422,0,1.13,60453.08,60453.08,0,235.9
1Q24,USD,Towercarbon,Towercarbon 411,Decarbonization,UK,Rest of Europe,Circular Economy,Waste Management,,,Epoch,Follow On,Equity,Active,Seed,12/10/2021,12/10/2021,,,,68054,68054,0,1.13,60127.94,60127.94,0,67712,67712,0,1.13,59825.77,59825.77,0,-302.17
2Q24,USD,Towercarbon,Towercarbon 411,Decarbonization,UK,Rest of Europe,Circular Economy,Waste Management,,,Epoch,Follow On,Equity,Active,Seed,12/10/2021,12/10/2021,,,,67514,67514,0,1.13,59650.83,59650.83,0,67320,67320,0,1.13,59479.42,59479.42,0,-171.41
3Q24,USD,Towercarbon,Towercarbon 411,Decarbonization,UK,Rest of Europe,Circular Economy,Waste Management,,,Epoch,Follow On,Equity,Active,Seed,12/10/2021,12/10/2021,,,,66637,66637,0,1.13,58875.97,58875.97,0,70271,70271,0,1.13,62086.73,62086.73,0,3210.76
4Q23,USD,Towercarbon,Towercarbon CH4,Decarbonization,UK,Rest of Europe,Circular Economy,Waste Management,,,Epoch,First Investment,Equity,Active,Other,10/5/2023,10/5/2023,,,,11429,11429,0,1.05,10837.28,10837.28,0,11828,11828,0,1.05,11215.63,11215.63,0,378.34
1Q24,USD,Towercarbon,Towercarbon CH4,Decarbonization,UK,Rest of Europe,Circular Economy,Waste Management,,,Epoch,First Investment,Convertible Note,Active,Other,10/10/2023,10/10/2023,,,,11206,11206,0,1.06,10567.51,10567.51,0,11436,11436,0,1.06,10784.41,10784.41,0,216.9
2Q24,USD,Towercarbon,Towercarbon CH4,Decarbonization,UK,Rest of Europe,Circular Economy,Waste Management,,,Epoch,First Investment,Convertible Note,Active,Other,10/10/2023,10/10/2023,,,,11016,11016,0,1.06,10388.34,10388.34,0,11266,11266,0,1.06,10624.09,10624.09,0,235.76
3Q24,USD,Towercarbon,Towercarbon CH4,Decarbonization,UK,Rest of Europe,Circular Economy,Waste Management,,,Epoch,First Investment,Equity,Active,Other,10/5/2023,10/5/2023,,,,10907,10907,0,1.05,10342.31,10342.31,0,11797,11797,0,1.05,11186.23,11186.23,0,843.92
4Q23,USD,Fourth Wall,Fourth Wall Climate Fund I Early-Stage,Decarbonization,USA,North America,Mobility & Transportation,EV & Charging,,,EV Realty,First Investment,Convertible Note,Active,Other,8/26/2022,8/26/2022,,,,20247,20247,0,1,20322.19,20322.19,0,20247,20247,0,1,20322.19,20322.19,0,0
1Q24,USD,Fourth Wall,Fourth Wall Climate Fund I Early-Stage,Decarbonization,USA,North America,Mobility & Transportation,EV & Charging,,,EV Realty,First Investment,Convertible Note,Active,Other,8/26/2022,8/26/2022,,,,20302,20302,0,1,20377.4,20377.4,0,20302,20302,0,1,20377.4,20377.4,0,0
2Q24,USD,Fourth Wall,Fourth Wall Climate Fund I Early-Stage,Decarbonization,USA,North America,Mobility & Transportation,EV & Charging,,,EV Realty,First Investment,Convertible Note,Active,Other,8/26/2022,8/26/2022,,,,19327,19327,0,1,19398.78,19398.78,0,19327,19327,0,1,19398.78,19398.78,0,0
3Q24,USD,Fourth Wall,Fourth Wall Climate Fund I Early-Stage,Decarbonization,USA,North America,Mobility & Transportation,EV & Charging,,,EV Realty,First Investment,Convertible Note,Active,Other,8/26/2022,8/26/2022,,,,20589,20589,0,1,20665.46,20665.46,0,20589,20589,0,1,20665.46,20665.46,0,0
4Q23,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Follow On,Equity,Active,Bridge to Series B,6/1/2023,6/1/2023,110737,1.83,1.83,123607,202648.71,-79041.71,1,123607,202648.71,-79041.71,123607,202648.71,-79041.71,1,123607,202648.71,-79041.71,0
1Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,First Investment,Convertible Note,Active,Bridge to Series B,6/1/2023,6/1/2023,,,,82341,82341,0,1,82341,82341,0,82341,82341,0,1,82341,82341,0,0
1Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Follow On,Convertible Note,Active,Bridge to Series B,10/1/2023,10/1/2023,,,,9150,9150,0,1,9150,9150,0,9150,9150,0,1,9150,9150,0,0
1Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Follow On,Equity,Active,Bridge to Series B,12/1/2023,12/1/2023,92,0,0.01,92,0,92,1,92,0,92,92,0.92,91.08,1,92,0.92,91.08,0.92
1Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Follow On,Equity,Active,Bridge to Series B,12/1/2023,12/1/2023,17576,1.83,1.83,32025,32164.08,-139.08,1,32025,32164.08,-139.08,32025,32164.08,-139.08,1,32025,32164.08,-139.08,0
1Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Other,Other,Active,Bridge to Series B,12/1/2023,12/1/2023,19442,0,0.48,100,0,100,1,100,0,100,100,9332.16,-9232.16,1,100,9332.16,-9232.16,9332.16
1Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Other,Other,Active,Bridge to Series B,12/1/2023,12/1/2023,64619,1,1.32,2957,64619,-61662,1,2957,64619,-61662,2957,85297.08,-82340.08,1,2957,85297.08,-82340.08,20678.08
2Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,First Investment,Convertible Note,Active,Bridge to Series B,6/1/2023,12/1/2023,,,,82341,82341,0,1,82341,82341,0,82341,82341,0,1,82341,82341,0,0
2Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Follow On,Convertible Note,Active,Bridge to Series B,10/1/2023,12/1/2023,,,,9150,9150,0,1,9150,9150,0,9150,9150,0,1,9150,9150,0,0
2Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Follow On,Equity,Active,Bridge to Series B,12/1/2023,12/1/2023,92,0,0.01,92,0,92,1,92,0,92,92,0.92,91.08,1,92,0.92,91.08,0.92
2Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Follow On,Equity,Active,Series B,12/1/2023,12/1/2023,17576,1.83,1.83,32025,32164.08,-139.08,1,32025,32164.08,-139.08,32025,32164.08,-139.08,1,32025,32164.08,-139.08,0
2Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Follow On,Equity,Active,Series B,6/10/2024,6/10/2024,12519,2,2,22875,25038,-2163,1,22875,25038,-2163,22875,25038,-2163,1,22875,25038,-2163,0
2Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Other,Other,Active,Bridge to Series B,12/1/2023,12/1/2023,19442,0,0.48,100,0,100,1,100,0,100,100,9332.16,-9232.16,1,100,9332.16,-9232.16,9332.16
2Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Other,Other,Active,Bridge to Series B,12/1/2023,12/1/2023,64619,1,1.32,2957,64619,-61662,1,2957,64619,-61662,2957,85297.08,-82340.08,1,2957,85297.08,-82340.08,20678.08
3Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,First Investment,Convertible Note,Active,Bridge to Series B,6/1/2023,12/1/2023,,,,82341,82341,0,1,82341,82341,0,82341,82341,0,1,82341,82341,0,0
3Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Follow On,Convertible Note,Active,Bridge to Series B,10/1/2023,12/1/2023,,,,9150,9150,0,1,9150,9150,0,9150,9150,0,1,9150,9150,0,0
3Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Follow On,Equity,Active,Bridge to Series B,12/1/2023,12/1/2023,92,0,0.01,92,0,92,1,92,0,92,0,0.92,0,1,0,0.92,0,0.92
3Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Follow On,Equity,Active,Series B,12/1/2023,12/1/2023,17576,1.83,1.83,32025,32164.08,-139.08,1,32025,32164.08,-139.08,0,32164.08,0,1,0,32164.08,0,0
3Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Follow On,Equity,Active,Series B,6/10/2024,9/1/2024,12519,2,2,22875,25038,-2163,1,22875,25038,-2163,0,25038,0,1,0,25038,0,0
3Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Other,Other,Active,Bridge to Series B,12/1/2023,12/1/2023,19442,0,0.48,100,0,100,1,100,0,100,0,9332.16,0,1,0,9332.16,0,9332.16
3Q24,EUR,Saigon Partners,Saigon Partners Fund II,Growth,Spain,Rest of Europe,Energy,Other,B2B2C,Other,Eva Global Solutions Group Oy,Other,Other,Active,Bridge to Series B,12/1/2023,12/1/2023,64619,1,1.32,2957,64619,-61662,1,2957,64619,-61662,0,85297.08,0,1,0,85297.08,0,20678.08
4Q23,USD,Life Leftension,"Life Leftension Ventures II, FCR",Growth,USA,North America,Healthtech,AI & ML,B2B,On-demand,Exerai II,Primary,SAFE (post money),Active,Seed,3/1/2023,3/1/2023,,,,12964.91,12964.91,0,1.07,12152.63,12152.63,0,12964.91,12964.91,0,1.07,12152.63,12152.63,0,0
1Q24,USD,Life Leftension,"Life Leftension Ventures II, FCR",Growth,USA,North America,Healthtech,AI & ML,B2B,On-demand,Exerai II,Primary,SAFE (post money),Active,Seed,3/1/2023,3/15/2023,,,,12964.91,12964.91,0,1.07,12152.63,12152.63,0,12964.91,12964.91,0,1.06,12251.16,12251.16,0,98.53
2Q24,USD,Life Leftension,"Life Leftension Ventures II, FCR",Growth,USA,North America,Healthtech,AI & ML,B2B,On-demand,Exerai II,Primary,SAFE (post money),Active,Seed,3/1/2023,3/1/2023,,,0,12964.91,12964.91,0,1.07,12152.63,12152.63,0,12964.91,12964.91,0,1.07,12152.63,12152.63,0,0
3Q24,USD,Life Leftension,"Life Leftension Ventures II, FCR",Growth,USA,North America,Healthtech,AI & ML,B2B,On-demand,Exerai II,Primary,SAFE (post money),Active,Seed,3/15/2023,3/15/2023,,,0,12964.91,12964.91,0,1.06,12251.16,12251.16,0,12964.91,12964.91,0,1.06,12251.16,12251.16,0,0
3Q24,EUR,Acuario Ventures,"Acuario Ventures Fund III, FCR",Growth,#NA,#NA,Logistics & Mobility,Other,B2C,Marketplace,Exoticca,First Investment,Equity,Active,Series D,7/12/2024,9/30/2024,,,,99439.64,99439.64,0,1,99439.64,99439.64,0,99439.64,99439.64,0,1,99439.64,99439.64,0,0
4Q23,EUR,Lagardwind,Lagardwind,Growth,Spain,Rest of Europe,"Business Services (IT, Productivity, CRM, HR)",Other,B2B,SaaS,Factorial,First Investment,Equity,Active,Series C,9/21/2022,12/31/2023,33703,9.93,9.93,334023,334670.79,-647.79,1,334023,334670.79,-647.79,334023,334670.79,-647.79,1,334023,334670.79,-647.79,0
1Q24,EUR,Lagardwind,Lagardwind,Growth,Spain,Rest of Europe,"Business Services (IT, Productivity, CRM, HR)",Other,B2B,SaaS,Factorial,First Investment,Equity,Active,Series C,9/21/2022,3/31/2024,33703,9.93,9.93,334023,334670.79,-647.79,1,334023,334670.79,-647.79,334023,334670.79,-647.79,1,334023,334670.79,-647.79,0
2Q24,EUR,Lagardwind,Lagardwind,Growth,Spain,Rest of Europe,"Business Services (IT, Productivity, CRM, HR)",Other,B2B,SaaS,Factorial,First Investment,Equity,Active,Series C,9/21/2022,6/30/2024,33703,9.93,9.93,334023,334670.79,-647.79,1,334023,334670.79,-647.79,334023,334670.79,-647.79,1,334023,334670.79,-647.79,0
3Q24,EUR,Lagardwind,Lagardwind,Growth,Spain,Rest of Europe,"Business Services (IT, Productivity, CRM, HR)",Other,B2B,SaaS,Factorial,First Investment,Equity,Active,Series C,9/21/2022,9/30/2024,33703,9.93,9.93,334023,334670.79,-647.79,1,334023,334670.79,-647.79,334023,334670.79,-647.79,1,334023,334670.79,-647.79,0
4Q23,USD,Platonico,Platonico Growth,Growth,Spain,Rest of Europe,"Business Services (IT, Productivity, CRM, HR)",Other,B2B,SaaS,Factorial,First Investment,Equity,Active,Series C,8/4/2022,12/31/2023,38642,10.08,10.08,389557,389511.36,45.64,1.02,380152.04,380107.5,44.54,492117,389511.36,102605.64,1.1,445948,352968.53,92979.47,-27138.97
1Q24,USD,Platonico,Platonico Growth,Growth,Spain,Rest of Europe,"Business Services (IT, Productivity, CRM, HR)",Other,B2B,SaaS,Factorial,First Investment,Equity,Active,Series C,8/4/2022,3/31/2024,36342,10.08,13.37,366367.8,366327.36,40.44,1.02,357522.69,357483.23,39.47,462822,485892.54,-23070.54,1.08,428848.61,450225.66,-21377.05,92742.44
2Q24,EUR,Platonico,Platonico Growth,Growth,Spain,Rest of Europe,"Business Services (IT, Productivity, CRM, HR)",Other,B2B,SaaS,Factorial,First Investment,Equity,Active,Series C,8/4/2022,6/30/2024,36341.59,10.08,14,366367.8,366367.8,0,1,366367.8,366367.8,0,474814.01,508782.29,-33968.28,1,474814.01,508782.29,-33968.28,142414.48
3Q24,USD,Platonico,Platonico Growth,Growth,Spain,Rest of Europe,"Business Services (IT, Productivity, CRM, HR)",Other,B2B,SaaS,Factorial,First Investment,Equity,Active,Series C,8/4/2022,9/30/2024,36341.59,10.08,14.61,366367.8,366323.23,44.57,1.02,357522.69,357479.19,43.5,531008.45,530950.63,57.82,1.11,476835.2,476783.28,51.92,119304.09
4Q23,USD,Mochila,Mochila IV,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,Other,Fairplay,First Investment,Equity,Active,Series A,1/26/2022,2/27/2023,10460.92,2.56,2.56,26777.47,26779.96,-2.49,1.12,23823.16,23825.38,-2.22,26777,26779.96,-2.96,1.06,25240.84,25243.63,-2.79,1418.26
4Q23,USD,Mochila,Mochila IV,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,Other,Fairplay,Follow On,Other,Active,Series A,2/27/2023,2/27/2023,,,,35703.29,35703.29,0,1.06,33655.05,33655.05,0,35703,35703,0,1.06,33654.77,33654.77,0,-0.28
1Q24,USD,Mochila,Mochila IV,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,Other,Fairplay,First Investment,Equity,Active,Series A,1/26/2022,2/27/2023,10460.92,2.56,2.56,26777.47,26777.47,0,1.12,23823.16,23823.16,0,26777.47,26777.47,0,1.06,25241.29,25241.29,0,1418.13
1Q24,USD,Mochila,Mochila IV,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,Other,Fairplay,Follow On,Other,Active,Series A,2/27/2023,2/27/2023,,,,35703.29,35703.29,0,1.06,33655.05,33655.05,0,35703.29,35703.29,0,1.06,33655.05,33655.05,0,0
2Q24,USD,Mochila,Mochila IV,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,Other,Fairplay,First Investment,Equity,Active,Series A,1/26/2022,2/27/2023,10460.92,2.56,2.56,26777.47,26777.47,0,1.12,23823.16,23823.16,0,26777.47,26777.47,0,1.06,25241.29,25241.29,0,1418.13
2Q24,USD,Mochila,Mochila IV,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,Other,Fairplay,Follow On,Other,Active,Series A,2/27/2023,2/27/2023,,,,35703.29,35703.29,0,1.06,33655.05,33655.05,0,35703.29,35703.29,0,1.06,33655.05,33655.05,0,0
4Q23,USD,Zasca C Fund,Zasca C Fund I,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,Other,Fairplay,First Investment,Other,Active,Series B,4/25/2023,6/30/2023,38017,3.29,3.29,125000,125075.93,-75.93,1.1,113863.05,113932.22,-69.16,125000,125075.93,-75.93,1.09,114468.86,114538.4,-69.53,606.18
1Q24,USD,Zasca C Fund,Zasca C Fund I,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,Other,Fairplay,First Investment,Other,Active,Series B,4/25/2023,6/30/2023,38017.38,3.29,3.29,125000,125077.16,-77.16,1.1,113863.05,113933.34,-70.29,125000,125077.16,-77.16,1.09,114468.86,114539.53,-70.66,606.18
3Q24,USD,Zasca C Fund,Zasca C Fund I,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,Other,Fairplay,First Investment,Other,Active,Series B,4/25/2023,9/30/2024,38017.38,3.29,3.19,125000,125077.18,-77.18,1.1,113863.05,113933.36,-70.3,187500,121275.44,66224.56,1.11,168371.33,108902.98,59468.36,-5030.38
3Q24,USD,Zasca C Fund,Zasca C Fund I,Growth,Mexico,LATAM,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,Other,Fairplay,Follow On,Other,Active,Series B,9/30/2024,9/30/2024,58801.94,3.19,3.19,62500,187578.19,-125078.19,1.11,56123.78,168441.54,-112317.77,62500,187578.19,-125078.19,1.11,56123.78,168441.54,-112317.77,0
3Q24,USD,Mochila,Mochila IV,Growth,#NA,#NA,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,Other,Fairplay ,First Investment,Equity,Active,Series A,1/26/2022,9/5/2024,10460.92,2.56,2.56,26777.47,26777.47,0,1.12,23823.16,23823.16,0,26777.47,26777.47,0,1.11,24101.05,24101.05,0,277.89
3Q24,USD,Mochila,Mochila IV,Growth,#NA,#NA,"Financial Services (Fintech, Insurtech, Crypto)",Other,B2B,Other,Fairplay ,Follow On,Other,Active,Series A,2/27/2023,9/5/2024,,,,35703.29,35703.29,0,1.06,33655.05,33655.05,0,35703.29,35703.29,0,1.11,32134.73,32134.73,0,-1520.32
